rank,name,Spouse (or domestic partner) - Spouse,Breakup - Participant,Dated - Participant,Canoodled - Participant,score,profession,age
1002,Dana Delany,,,,Dana Delany,2.43,"Actress, Producer, Singer (Cameo)",56
,,,,,James Woods,,,
1002,Rutger Hauer,Ineke ten Kate,,Rutger Hauer,,2.43,"Actor, Director, Producer, Writer",68
,,Rutger Hauer,,Persis Khambatta,,,,
,,Heidi Merz,,,,,,
,,Rutger Hauer,,,,,,
1002,Jay Hernandez,Jay Hernandez,,,,2.43,Actor,34
,,Daniella Deutscher,,,,,,
1002,Maggie Q,,,Maggie Q,,2.43,"Actor, Producer",33
,,,,Justin Long,,,,
,,,,Maggie Q,,,,
,,,,Brett Ratner,,,,
,,,,Justin Long,,,,
,,,,Maggie Q,,,,
1002,Dominique Swain,,,Christopher Masterson,,2.43,Actress,31
,,,,Dominique Swain,,,,
,,,,Christopher Masterson,,,,
,,,,Dominique Swain,,,,
1007,Lauren Ambrose,Sam Handel,,,,2.41,Actress,34
,,Lauren Ambrose,,,,,,
1007,Eric Balfour,,,Leonor Varela,,2.41,"Actor, Producer",35
,,,,Eric Balfour,,,,
1007,Jay Baruchel,,,,,2.41,"Actor, Director, Producer, Writer",30
1007,Nikki Blonsky,,,,,2.41,"Actress, Singer",23
1007,Jeremy Davies,,,,Drew Barrymore,2.41,Actor,42
,,,,,Jeremy Davies,,,
1007,Jill Hennessy,Paolo Mastropietro,,,,2.41,"Actress, Director, Producer, Writer",43
,,Jill Hennessy,,,,,,
1007,Penelope Ann Miller,Penelope Ann Miller,,Penelope Ann Miller,,2.41,Actress,48
,,Will Arnett,,Al Pacino,,,,
,,James Patrick Huggins,,Al Pacino,,,,
,,Penelope Ann Miller,,Penelope Ann Miller,,,,
1007,Esai Morales,Elvimar Silva,,,,2.41,"Actor, Director, Producer",49
,,Esai Morales,,,,,,
1015,Estella Warren,,,Estella Warren,Estella Warren,2.4,Actress,33
,,,,Kevin Ian Pardue,Jonathan Rhys Meyers,,,
,,,,Estella Warren,,,,
,,,,Michael Burns,,,,
,,,,Estella Warren,,,,
,,,,Paul Anderson,,,,
,,,,Jerry O'Connell,,,,
,,,,Estella Warren,,,,
,,,,Estella Warren,,,,
,,,,Peter Berg,,,,
,,,,Josh Hartnett,,,,
,,,,Estella Warren,,,,
,,,,Bruce Willis,,,,
,,,,Estella Warren,,,,
1016,Agnes Bruckner,,,,,2.39,Actress,26
1016,Joseph Cross,,,,,2.39,"Actor, Producer",26
1016,Eliza Dushku,Rick Fox,Brad Penny,Brad Penny,Rick Fox,2.39,"Actress, Producer",31
,,Eliza Dushku,Eliza Dushku,Eliza Dushku,Eliza Dushku,,,
,,,,Rick Fox,,,,
,,,,Eliza Dushku,,,,
,,,,Eliza Dushku,,,,
,,,,Matt Dillon,,,,
,,,,Eliza Dushku,,,,
,,,,Seth MacFarlane,,,,
,,,,Eliza Dushku,,,,
,,,,Brad Penny,,,,
1016,Luke Goss,Shirley Lewis,,,,2.39,"Actor, Singer",43
,,Luke Goss,,,,,,
1016,Shannyn Sossamon,,,,,2.39,Actress,33
1016,Amber Valletta,Chip McCaw,,Leonardo DiCaprio,,2.39,Actress,38
,,Amber Valletta,,Amber Valletta,,,,
,,Christian McCaw,,,,,,
,,Amber Valletta,,,,,,
,,Hervé Le Bhihan,,,,,,
,,Amber Valletta,,,,,,
1016,Emmanuelle Vaugier,,,,,2.39,Actress,36
1023,Adewale Akinnuoye-Agbaje,,,,,2.38,"Actor, Writer",44
1023,Jacinda Barrett,Gabriel Macht,,,,2.38,"Actress, Model, Reality TV",39
,,Jacinda Barrett,,,,,,
1023,Tia Carrere,Simon Wakelin,,,,2.38,"Actress, Model, Producer, Singer",45
,,Tia Carrere,,,,,,
,,Elie Samaha,,,,,,
,,Tia Carrere,,,,,,
1023,D. J. Qualls,,,,,2.38,"Actor, Producer",34
1023,Paul Rodríguez,,,,,2.38,"Actor, Composer, Director, Producer, Writer",57
1028,Roger Bart,,,,,2.37,"Actor, Stage Performer (Musical), Stage Performer (Play)",49
1028,Wes Bentley,Jacqui Swedberg,,,,2.37,"Actor, Producer",33
,,Wes Bentley,,,,,,
,,Jennifer Quanz,,,,,,
,,Wes Bentley,,,,,,
1028,Christian Oliver,,,,,2.37,"Actor, Producer, Writer",40
1028,Jonathan Silverman,Jonathan Silverman,,Jonathan Silverman,Jonathan Silverman,2.37,Actor,45
,,Jennifer Finnigan,,Kari Wührer,Alyssa Milano,,,
,,,,Kim Cattrall,,,,
,,,,Jonathan Silverman,,,,
1032,James Duval,,,,,2.36,Actor,39
1032,Bruce McGill,,,,,2.36,Actor,62
1032,Laurie Metcalf,Laurie Metcalf,,,,2.36,Actress,57
,,Matt Roth,,,,,,
,,Jeff Perry,,,,,,
,,Laurie Metcalf,,,,,,
1032,Lee Pace,,,,,2.36,"Actor, Singer (Cameo)",33
1032,David Wenham,Kate Agnew,,,,2.36,Actor,46
,,David Wenham,,,,,,
1037,Jason Ritter,,,,,2.35,"Actor, Producer",32
1037,Mimi Rogers,Mimi Rogers,Mimi Rogers,Mimi Rogers,,2.35,"Actress, Producer",56
,,Tom Cruise,Tom Cruise,Bobby Shriver,,,,
,,Mimi Rogers,,Mimi Rogers,,,,
,,Chris Ciaffa,,Ed Marinaro,,,,
,,James Rogers,,Tom Selleck,,,,
,,Mimi Rogers,,Mimi Rogers,,,,
,,,,Emilio Estevez,,,,
,,,,Mimi Rogers,,,,
1037,Saoirse Ronan,,,,,2.35,Actress,18
1037,Rodrigo Santoro,,,Rodrigo Santoro,Rodrigo Santoro,2.35,Actor,36
,,,,Ellen Jabour,Gisele Bündchen,,,
1037,Wanda Sykes,Wanda Sykes,,,,2.35,Actress,48
,,Alex Sykes,,,,,,
,,Dave Hall,,,,,,
,,Wanda Sykes,,,,,,
1042,Jason Behr,KaDee Strickland,Jason Behr,Jason Behr,,2.34,Actor,38
,,Jason Behr,Katherine Heigl,Katherine Heigl,,,,
,,,,Jason Behr,,,,
,,,,Brandi Andres,,,,
,,,,Jason Behr,,,,
,,,,Alyssa Milano,,,,
,,,,Shiri Appleby,,,,
,,,,Jason Behr,,,,
,,,,Katherine Heigl,,,,
,,,,Jason Behr,,,,
1042,Sophia Bush,Sophia Bush,,Sophia Bush,Stephen Colletti,2.34,Actress,30
,,Chad Michael Murray,,Chad Michael Murray,Sophia Bush,,,
,,,,Sophia Bush,Sophia Bush,,,
,,,,Stephen Colletti,Austin Nichols,,,
,,,,Sophia Bush,Topher Grace,,,
,,,,Jon Foster,Sophia Bush,,,
,,,,Sophia Bush,Sophia Bush,,,
,,,,Tony Romo,James Lafferty,,,
,,,,,Milo Ventimiglia,,,
,,,,,Sophia Bush,,,
,,,,,Peter Wentz,,,
,,,,,Sophia Bush,,,
1042,Andrew McCarthy,Carol Schneider,,,,2.34,"Actor, Director, Producer, Writer",49
,,Andrew McCarthy,,,,,,
,,Dolores Rice,,,,,,
,,Andrew McCarthy,,,,,,
1042,Ray Park,Lisa Park,,,,2.34,Actor,37
,,Ray Park,,,,,,
1042,Harold Perrineau Jr.,Brittany Perrineau,,,,2.34,"Actor, Producer, Singer (Cameo)",48
,,Harold Perrineau Jr.,,,,,,
1047,Danny Aiello,Sandy Cohen,,,,2.33,"Actor, Director, Producer, Writer",79
,,Danny Aiello,,,,,,
1047,Bobby Cannavale,Jenny Lumet,,Bobby Cannavale,,2.33,"Actor, Singer (Cameo)",41
,,Bobby Cannavale,,Annabella Sciorra,,,,
,,,,Michelle Williams,,,,
,,,,Bobby Cannavale,,,,
,,,,Annabella Sciorra,,,,
,,,,Bobby Cannavale,,,,
1047,Thomas Dekker,,,,,2.33,"Actor, Director, Producer, Singer (Cameo), Writer",24
1047,C. Thomas Howell,C. Thomas Howell,,,,2.33,"Actor, Director, Producer, Writer",45
,,Rae Dawn Chong,,,,,,
,,Sylvie Anderson,,,,,,
,,C. Thomas Howell,,,,,,
1047,Danny Masterson,Danny Masterson,,Danny Masterson,,2.33,"Actor, Producer, Singer (Cameo)",36
,,Bijou Phillips,,Bijou Phillips,,,,
,,,,Danny Masterson,,,,
,,,,Agyness Deyn,,,,
,,,,Danny Masterson,,,,
,,,,Bobette Riales,,,,
,,,,Danny Masterson,,,,
,,,,Chrissie Carnell,,,,
,,,,Danny Masterson,,,,
,,,,Bijou Phillips,,,,
,,,,Mila Kunis,,,,
,,,,Danny Masterson,,,,
1047,Rob Morrow,Debbon Ayer,,,,2.33,"Actor, Director, Producer, Writer",49
,,Rob Morrow,,,,,,
1053,Lake Bell,,,,,2.32,"Actress, Writer",33
1053,Rory Culkin,,,,,2.32,Actor,23
1053,Jeff Garlin,Marla Garlin,,,,2.32,"Actor, Director, Producer, Writer",50
,,Jeff Garlin,,,,,,
1053,Regina King,Ian Alexander Sr.,,,,2.32,"Actress, Producer",41
,,Regina King,,,,,,
1057,Ewen Bremner,,,,,2.31,Actor,40
1057,Hrithik Roshan,Suzanne Roshan,,,,2.31,Actor,38
,,Hrithik Roshan,,,,,,
,,Hrithik Roshan,,,,,,
,,Suzanne Khan,,,,,,
1059,F. Murray Abraham,Kate Hannan,,,,2.3,Actor,72
,,F. Murray Abraham,,,,,,
1059,Dylan Baker,Dylan Baker,,,,2.3,Actor,52
,,Becky Ann Baker,,,,,,
1059,Damian Lewis,Helen McCrory,,Kristin Davis,,2.3,"Actress, Producer",41
,,Damian Lewis,,Damian Lewis,,,,
1059,Ray Stevenson,Ruth Gemmell,,,,2.3,Actor,48
,,Ray Stevenson,,,,,,
,,Elisabetta Caraccia,,,,,,
,,Ray Stevenson,,,,,,
1063,Clea DuVall,,,,Clea DuVall,2.29,Actress,34
,,,,,Natasha Lyonne,,,
1063,Ian Hart,Lynne Hart,,,,2.29,Actor,47
,,Ian Hart,,,,,,
1063,Bow Wow,,Ciara,Bow Wow,Karrine Steffans,2.29,"Actor, Musician, Rapper",25
,,,Bow Wow,Bow Wow,Bow Wow,,,
,,,,Angela Simmons,,,,
,,,,Ciara,,,,
,,,,Bow Wow,,,,
,,,,Melody Thornton,,,,
,,,,Bow Wow,,,,
,,,,Ashley R.,,,,
,,,,Bow Wow,,,,
,,,,Vanessa Simmons,,,,
,,,,Bow Wow,,,,
,,,,Bow Wow,,,,
,,,,Ciara,,,,
1063,Max von Sydow,Catherine Brelet,,,,2.29,Actor,83
,,Max von Sydow,,,,,,
,,Christina Olin,,,,,,
,,Max von Sydow,,,,,,
1063,Peter Weller,Shari Stowe,,,,2.29,Actor,65
,,Peter Weller,,,,,,
1068,Kelly Hu,,,,,2.28,Actress,44
1068,Olga Kurylenko,Damian Gabrielle,,Justin Long,,2.28,"Actress, Writer",32
,,Olga Kurylenko,,Olga Kurylenko,,,,
,,Cedric Van Mol,,,,,,
,,Olga Kurylenko,,,,,,
1068,Nia Long,Ime Udoka,,Nia Long,Dwight Freeney,2.28,"Actress, Singer (Cameo)",41
,,Nia Long,,Cutino Mobley,Nia Long,,,
,,Massai Z. Dorsey,,Martin Lawrence,Nia Long,,,
,,Nia Long,,Nia Long,Kendu Isaacs,,,
,,,,Larenz Tate,50 Cent,,,
,,,,Nia Long,Nia Long,,,
,,,,Nia Long,Mick Jagger,,,
,,,,Massai Z. Dorsey,Nia Long,,,
,,,,Chris Tucker,Will Smith,,,
,,,,Nia Long,Nia Long,,,
,,,,Nia Long,,,,
,,,,Ice Cube,,,,
,,,,Chris Webber,,,,
,,,,Nia Long,,,,
1068,Michael Pitt,,,Asia Argento,,2.28,"Actor, Musician, Singer (Cameo)",31
,,,,Michael Pitt,,,,
,,,,Michael Pitt,,,,
,,,,Jamie Bochert,,,,
,,,,Michael Pitt,,,,
,,,,Alexis Dziena,,,,
1068,Marley Shelton,Beau Flynn,,,,2.28,Actress,38
,,Marley Shelton,,,,,,
1068,Sela Ward,Howard Sherman,,,,2.28,Actress,56
,,Sela Ward,,,,,,
1074,Jennifer Esposito,Jennifer Esposito,,Julia Roberts,,2.27,"Actress, Singer (Cameo)",39
,,Bradley Cooper,,Talisa Soto,,,,
,,,,Monica McClure,,,,
,,,,Jennifer Esposito,,,,
,,,,Benjamin Bratt,,,,
,,,,Jonny Lee Miller,,,,
,,,,Jennifer Esposito,,,,
,,,,Benjamin Bratt,,,,
,,,,Jennifer Esposito,,,,
1074,Frances Fisher,Billy Mack Hamilton,,,,2.27,Actress,60
,,Frances Fisher,,,,,,
,,Clint Eastwood,,,,,,
,,Frances Fisher,,,,,,
1074,Jason Flemyng,Elly Fairman,,,,2.27,Actor,45
,,Jason Flemyng,,,,,,
1074,Will Forte,,,,,2.27,"Actor, Producer, Singer (Cameo), Writer",42
1074,Sam Riley,Sam Riley,,,,2.27,Actor,32
,,Alexandra Maria Lara,,,,,,
1074,Henry Thomas,Kelly Hill,,,,2.27,Actor,40
,,Henry Thomas,,,,,,
,,Marie Zielcke,,,,,,
,,Henry Thomas,,,,,,
1080,Rupert Friend,,,Rupert Friend,,2.26,Actor,NA
,,,,Keira Knightley,,,,
,,,,Keira Knightley,,,,
,,,,Rupert Friend,,,,
1080,Dwight Yoakam,,,Sharon Stone,Dwight Yoakam,2.26,"Actor, Musician",55
,,,,Dwight Yoakam,Charlize Theron,,,
,,,,Dwight Yoakam,,,,
,,,,Bridget Fonda,,,,
1082,Julie Depardieu,,,,,2.25,Actress,39
1082,William Fichtner,Kymberly Kalil,,,,2.25,Actor,55
,,William Fichtner,,,,,,
,,Betsy Aidem,,,,,,
,,William Fichtner,,,,,,
1082,John Hannah,Joanna Roth,,,,2.25,"Actor, Producer",50
,,John Hannah,,,,,,
1082,Max Thieriot,,,,,2.25,Actor,23
1086,Maggie Grace,,,,,2.24,Actress,28
1086,Sam Worthington,,,,,2.24,Actor,35
1088,Bruce Campbell,Christine Deveau,,,,2.23,"Actor, Director, Producer, Writer",54
,,Bruce Campbell,,,,,,
,,Ida Gearon,,,,,,
,,Bruce Campbell,,,,,,
1088,Embeth Davidtz,Embeth Davidtz,,,,2.23,Actress,46
,,Ben Chaplin,,,,,,
,,Jason Sloane,,,,,,
,,Embeth Davidtz,,,,,,
1088,Tate Donovan,Tate Donovan,,Tate Donovan,,2.23,"Actor, Director",48
,,Corinne Kingsbury,,Plum Sykes,,,,
,,,,Sandra Bullock,,,,
,,,,Tate Donovan,,,,
,,,,Lauren Graham,,,,
,,,,Tate Donovan,,,,
,,,,Tate Donovan,,,,
,,,,Whitney Allen,,,,
,,,,Jennifer Aniston,,,,
,,,,Tate Donovan,,,,
1088,Leslie Nielsen,Barbaree Earl Nielsen,,,,2.23,"Actor, Producer, Singer (Cameo), Writer",86
,,Leslie Nielsen,,,,,,
,,Monica Boyar,,,,,,
,,Leslie Nielsen,,,,,,
,,Bobbye Brooks Oliver,,,,,,
,,Leslie Nielsen,,,,,,
,,Alisande Ullman,,,,,,
,,Leslie Nielsen,,,,,,
1092,Ciarán Hinds,Hélène Patarot,,,,2.22,"Actor, Singer (Cameo)",59
,,Ciarán Hinds,,,,,,
1092,Jane Lynch,Lara Embry,,,,2.22,"Actress, Musician, Singer (Cameo)",52
,,Jane Lynch,,,,,,
1092,Samantha Mathis,,,Samantha Mathis,,2.22,"Actress, Singer (Cameo)",42
,,,,Samantha Mathis,,,,
,,,,Adam Duritz,,,,
,,,,John Leguizamo,,,,
,,,,Samantha Mathis,,,,
,,,,River Phoenix,,,,
,,,,Samantha Mathis,,,,
,,,,Adam Duritz,,,,
,,,,Samantha Mathis,,,,
,,,,Christian Slater,,,,
,,,,Samantha Mathis,,,,
,,,,Noah Wyle,,,,
,,,,Samantha Mathis,,,,
,,,,Christian Bale,,,,
,,,,Samantha Mathis,,,,
1092,Emma Stone,,,,,2.22,Actress,23
1096,Noah Emmerich,Noah Emmerich,,,,2.21,"Actor, Producer",47
,,Melissa Fitzgerald,,,,,,
1096,Anthony Michael Hall,,,,,2.21,"Actor, Director, Producer, Singer (Cameo)",44
1096,Common,,,Serena Williams,,2.21,"Actor, Musician, Rapper",40
,,,,Common,,,,
1099,Rob Brown,,,,,2.2,Actor,NA
1099,John Corbett,,,,,2.2,Actor,51
1099,Chris Eigeman,Linda Eigeman,,,,2.2,"Actor, Director, Producer, Singer (Cameo), Writer",47
,,Chris Eigeman,,,,,,
1099,Pras,,,,,2.2,"Actor, Musician, Producer, Rapper",39
1099,Craig Sheffer,Craig Sheffer,,,,2.2,"Actor, Director, Producer",52
,,Gabrielle Anwar,,,,,,
1104,Shohreh Aghdashloo,Shohreh Aghdashloo,,,,2.19,"Actress, Producer",60
,,Houshang Touzie,,,,,,
,,Aydin Aghdashloo,,,,,,
,,Shohreh Aghdashloo,,,,,,
1104,Denise Richards,Denise Richards,Matt Dillon,Richie Sambora,Denise Richards,2.19,Actress,41
,,Charlie Sheen,Denise Richards,Denise Richards,Matt Dillon,,,
,,,Denise Richards,Patrick Muldoon,Denise Richards,,,
,,,Richie Sambora,Denise Richards,Colin Farrell,,,
,,,Denise Richards,Scott Baio,,,,
,,,Patrick Muldoon,Denise Richards,,,,
,,,Denise Richards,Matt Dillon,,,,
,,,Scott Baio,Denise Richards,,,,
,,,Denise Richards,Charlie Sheen,,,,
,,,Charlie Sheen,Denise Richards,,,,
,,,Denise Richards,Denise Richards,,,,
,,,,Paul Walker,,,,
,,,,Denise Richards,,,,
,,,,Scott Baio,,,,
,,,,Denise Richards,,,,
,,,,Mario López,,,,
,,,,Denise Richards,,,,
,,,,Patrick Muldoon,,,,
,,,,Denise Richards,,,,
,,,,Dean Cain,,,,
1104,Julian Sands,Sarah Sands,,,,2.19,Actor,54
,,Julian Sands,,,,,,
,,Eugenia Citkowitz,,,,,,
,,Julian Sands,,,,,,
1107,Gemma Arterton,Stefano Catelli,,,,2.18,Actress,NA
,,Gemma Arterton,,,,,,
1107,"Louis Gossett, Jr.",Cyndi James Gossett,,,,2.18,"Actor, Director, Producer",76
,,"Louis Gossett, Jr.",,,,,,
,,Hattie Glascoe,,,,,,
,,"Louis Gossett, Jr.",,,,,,
,,Christina Mangosing,,,,,,
,,"Louis Gossett, Jr.",,,,,,
1107,Jeremy Renner,,,,,2.18,"Actor, Singer (Cameo)",41
1107,Method Man,,,Karrine Steffans,,2.18,"Actor, Director, Producer, Rapper, Writer",41
,,,,Method Man,,,,
1111,Michael Ian Black,Martha Hagen,,,,2.17,"Actor, Director, Producer, Writer",40
,,Michael Ian Black,,,,,,
1111,Brooke Langton,David Chokachi,,Brooke Langton,,2.17,"Actress, Producer",41
,,Brooke Langton,,David Chokachi,,,,
,,Randall Zisk,,George Clooney,,,,
,,Brooke Langton,,Brooke Langton,,,,
,,,,Tiger Woods,,,,
,,,,Brooke Langton,,,,
1111,James Marsters,Liane Davidson,,,,2.17,"Actor, Singer (Cameo)",49
,,James Marsters,,,,,,
,,Patricia Rahman,,,,,,
,,James Marsters,,,,,,
1111,Martha Plimpton,,,River Phoenix,,2.17,"Actress, Producer, Writer",41
,,,,Martha Plimpton,,,,
1115,Drea de Matteo,Shooter Jennings,,,,2.16,Actress,40
,,Drea de Matteo,,,,,,
1115,Jenna Dewan,Jenna Dewan,Jenna Dewan,Jenna Dewan,,2.16,"Actress, Dancer, Model",31
,,Channing Tatum,Justin Timberlake,Justin Timberlake,,,,
,,,,Shane West,,,,
,,,,Jenna Dewan,,,,
,,,,Justin Timberlake,,,,
,,,,Jenna Dewan,,,,
,,,,Channing Tatum,,,,
,,,,Jenna Dewan,,,,
1115,Lena Headey,Peter Paul Loughran,,,,2.16,"Actress, Singer (Cameo)",38
,,Lena Headey,,,,,,
1115,Lance Henriksen,Jane Pollack,,,,2.16,Actor,72
,,Lance Henriksen,,,,,,
,,Lance Henriksen,,,,,,
,,Mary Jane Evans,,,,,,
1115,Christopher Masterson,Laura Prepon,,Christopher Masterson,,2.16,"Actor, Director, Producer",32
,,Christopher Masterson,,Dominique Swain,,,,
,,,,Christopher Masterson,,,,
,,,,Dominique Swain,,,,
,,,,Rachael Leigh Cook,,,,
,,,,Christopher Masterson,,,,
,,,,Selma Blair,,,,
,,,,Christopher Masterson,,,,
1115,Mercedes Ruehl,Mercedes Ruehl,,,,2.16,Actress,64
,,David Geiser,,,,,,
1115,Alicia Witt,,,Alicia Witt,Eric Clapton,2.16,Actress,36
,,,,Peter Krause,Alicia Witt,,,
1122,Sônia Braga,,,,,2.15,"Actress, Producer",62
1122,Dean Cain,Samantha Torres,Mindy McCready,Teri Hatcher,Samantha Torres,2.15,"Director, Producer, Writer",45
,,Dean Cain,Dean Cain,Dean Cain,Dean Cain,,,
,,Mindy McCready,,Mindy McCready,Dean Cain,,,
,,Dean Cain,,Dean Cain,Pamela Anderson,,,
,,,,Pamela Anderson,,,,
,,,,Dean Cain,,,,
,,,,Brooke Shields,,,,
,,,,Dean Cain,,,,
,,,,Brooke Shields,,,,
,,,,Dean Cain,,,,
,,,,Dean Cain,,,,
,,,,Samantha Torres,,,,
,,,,Dean Cain,,,,
,,,,Mindy McCready,,,,
,,,,Teri Hatcher,,,,
,,,,Dean Cain,,,,
,,,,Ami Dolenz,,,,
,,,,Dean Cain,,,,
,,,,Dean Cain,,,,
,,,,Gabrielle Reece,,,,
1122,Emilie de Ravin,Josh Janowicz,,,,2.15,Actress,30
,,Emilie de Ravin,,,,,,
1122,Judd Nelson,,,Shannen Doherty,,2.15,"Actor, Producer, Writer",52
,,,,Judd Nelson,,,,
1122,Wallace Shawn,,,,,2.15,"Actor, Writer",68
1122,Fred Ward,Marie-France Ward,,,,2.15,Actor,69
,,Fred Ward,,,,,,
,,Silvia Ward,,,,,,
,,Fred Ward,,,,,,
1128,Bruce Davison,Bruce Davison,,,,2.14,"Actor, Director, Producer",66
,,Lisa Pelikan,,,,,,
,,Jess Walton,,,,,,
,,Bruce Davison,,,,,,
,,Michele Correy,,,,,,
,,Bruce Davison,,,,,,
1128,Bruce Greenwood,Susan Devlin	,,,,2.14,"Actor, Producer",55
,,Bruce Greenwood,,,,,,
1128,Anne Heche,Coleman Laffoon,Anne Heche,Anne Heche,Sheryl Crow,2.14,"Actress, Director, Producer, Writer",43
,,Anne Heche,Steve Martin,Steve Martin,Anne Heche,,,
,,Ellen DeGeneres,,Steve Martin,,,,
,,Anne Heche,,Anne Heche,,,,
,,James Tupper,,Anne Heche,,,,
,,Anne Heche,,James Tupper,,,,
,,,,Ellen DeGeneres,,,,
,,,,Anne Heche,,,,
,,,,Anne Heche,,,,
,,,,Richard Burgi,,,,
,,,,Lindsey Buckingham,,,,
,,,,Anne Heche,,,,
,,,,Anne Heche,,,,
,,,,Peter Deegan,,,,
1128,Stacy Keach,Stacy Keach,,,,2.14,"Actor, Composer, Director, Producer, Writer",71
,,Malgosia Tomassi,,,,,,
,,Jill Donahue,,,,,,
,,Stacy Keach,,,,,,
,,Marilyn Aiken,,,,,,
,,Stacy Keach,,,,,,
,,Kathryn Baker,,,,,,
,,Stacy Keach,,,,,,
1128,Kristanna Loken,Kristanna Loken,,Kristanna Loken,,2.14,"Actress, Producer",32
,,Noah Danby,,Michelle Rodriguez,,,,
1128,Bijou Phillips,Danny Masterson,Sean Lennon,Sean Lennon,Alexandre von Furstenberg,2.14,"Actress, Singer",32
,,Bijou Phillips,Bijou Phillips,Bijou Phillips,Bijou Phillips,,,
,,,,Danny Masterson,Max Leroy,,,
,,,,Bijou Phillips,Bijou Phillips,,,
,,,,Bijou Phillips,David Blaine,,,
,,,,Aaliyah,Bijou Phillips,,,
,,,,Aaliyah,,,,
,,,,Bijou Phillips,,,,
,,,,Bijou Phillips,,,,
,,,,Sean Lennon,,,,
,,,,Leonardo DiCaprio,,,,
,,,,Bijou Phillips,,,,
,,,,Danny Masterson,,,,
,,,,Bijou Phillips,,,,
,,,,Bijou Phillips,,,,
,,,,Elijah Blue Allman,,,,
,,,,Evan Dando,,,,
,,,,Bijou Phillips,,,,
,,,,Bijou Phillips,,,,
,,,,Shane West,,,,
1128,Vinessa Shaw,,,Oliver Hudson,,2.14,Actress,36
,,,,Vinessa Shaw,,,,
,,,,Jonathan Brandis,,,,
,,,,Vinessa Shaw,,,,
1135,Matthew Marsden,Nadine Marsden,,Matthew Marsden,Matthew Marsden,2.13,"Actor, Singer",39
,,Matthew Marsden,,,,,,
1135,Leland Orser,Leland Orser,,,,2.13,"Actor, Director, Writer",51
,,Jeanne Tripplehorn,,,,,,
,,Roma Downey,,,,,,
,,Leland Orser,,,,,,
1137,Cole Hauser,Cynthia Daniel,,,,2.12,Actor,37
,,Cole Hauser,,,,,,
1137,Traci Lords,Brook Yeaton,,,,2.12,"Actress, Author, Director, Producer, Singer (Cameo), Writer",44
,,Traci Lords,,,,,,
,,Jeff Gruenewald,,,,,,
,,Traci Lords,,,,,,
,,Ryan Granger,,,,,,
,,Traci Lords,,,,,,
1137,Rosamund Pike,,,,,2.12,Actress,33
1137,Missi Pyle,Antonio Sacre,,,,2.12,Actress,39
,,Missi Pyle,,,,,,
,,Casey Anderson,,,,,,
,,Missi Pyle,,,,,,
1141,Joey Lauren Adams,,,Joey Lauren Adams,,2.1,"Actress, Director, Writer",44
,,,,Jason London,,,,
,,,,Joey Lauren Adams,,,,
,,,,Rory Cochrane,,,,
,,,,Kevin Smith,,,,
,,,,Joey Lauren Adams,,,,
,,,,Vince Vaughn,,,,
,,,,Joey Lauren Adams,,,,
,,,,Joey Lauren Adams,,,,
1141,Moon Bloodgood,,,,,2.1,Actress,36
1141,Morris Chestnut,Pam Byse,,,,2.1,"Actor, Producer",43
,,Morris Chestnut,,,,,,
,,Pam Byse,,,,,,
,,Morris Chestnut,,,,,,
1141,Mark Feuerstein,Dana Klein,,,,2.1,Actor,41
,,Mark Feuerstein,,,,,,
1141,Elliott Gould,Jennifer Bogart,,,,2.1,"Actor, Producer, Singer (Cameo)",73
,,Elliott Gould,,,,,,
,,Elliott Gould,,,,,,
,,Barbra Streisand,,,,,,
,,Elliott Gould,,,,,,
,,Jennifer Bogart,,,,,,
1141,Kris Kristofferson,Rita Coolidge,,Kris Kristofferson,,2.1,"Actor, Musician",76
,,Kris Kristofferson,,Barbra Streisand,,,,
,,Fran Beer,,Kris Kristofferson,,,,
,,Kris Kristofferson,,Carly Simon,,,,
,,Lisa Meyers,,,,,,
,,Kris Kristofferson,,,,,,
1141,William Mapother,,,,,2.1,"Actor, Singer (Cameo)",47
1141,Kel Mitchell,Tyisha Hampton,,,,2.1,"Actor, Composer, Producer, Singer, Writer",33
,,Kel Mitchell,,,,,,
1141,Noah Taylor,,,,,2.1,"Actor, Musician",42
1150,Shemar Moore,haley gonzalez,,Shemar Moore,Shemar Moore,2.09,Actor,42
,,Shemar Moore,,Ashley Scott,Victoria Rowell,,,
,,,,Halle Berry,,,,
,,,,Shemar Moore,,,,
1150,Daniel Stern,Laure Mattos,,,,2.09,Actor,54
,,Daniel Stern,,,,,,
1150,D. B. Sweeney,,,,,2.09,Actor,50
1153,Rachel Dratch,,,,,2.08,"Actress, Producer, Writer",46
1153,Melora Hardin,Gildart Jackson,,,,2.08,"Actress, Director, Producer, Singer (Cameo)",45
,,Melora Hardin,,,,,,
1153,Shawn Hatosy,,,Rachael Leigh Cook,,2.08,Actor,36
,,,,Shawn Hatosy,,,,
1153,Kelly Lynch,Kelly Lynch,,,,2.08,Actress,53
,,Mitch Glazer,,,,,,
1153,Matthew Macfadyen,Keeley Hawes,,,,2.08,Actor,37
,,Matthew Macfadyen,,,,,,
1153,Michael Rooker,,,,,2.08,"Actor, Producer",57
1159,Corbin Bleu,,,Corbin Bleu,Keke Palmer,2.07,"Actor, Dancer, Model, Singer",23
,,,,Maiara Walsh,Corbin Bleu,,,
,,,,Monique Coleman,Monique Coleman,,,
,,,,Corbin Bleu,Corbin Bleu,,,
,,,,Corbin Bleu,Raven-Symoné,,,
,,,,Makeshia Luicen,Corbin Bleu,,,
